image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Rotten\RottenCarrot\Root Knot Nematode_111.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\231_jpg.rf.0f6acfe0a842ebab750018ab9c946047.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (969).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200823_131808.jpg_0_3688.jpg,4,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.39.20 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\purple Disease_66.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-463_jpg.rf.9ae798983b12ef35544d4bf42e809184.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (99).png,7,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(583).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1179).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.11.27 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.23.54 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\img_1271_jpeg.rf.74b63b63c9d3a1d3775f33e7303c753b.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3759).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_84_jpg.rf.2ddd4fd3725536bee0575e67471d0b6a.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10421_jpg.rf.b2f7bb08caae35c705e79a02f46c6eca.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_699_jpg.rf.ea6070e03dfc92d845a57a8eaebef03f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f240.png,0,0
E:\Dataset(蔬果）\Fresh\FreshBanana\Screen Shot 2018-06-12 at 9.48.39 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (289).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1663).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(390).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.22.32 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220521_181150.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (186).jpg,2,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185333_1_jpg.rf.6700a73eb6bad2fbaee93773ec35e0d3.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (250).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 8.56.21 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\20231126_192034_jpg.rf.3fa4caa60b781da35e99ae51a13a41ff.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\translation_Screen Shot 2018-06-12 at 9.40.49 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (564).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\(62).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (210).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_0.jpg_0_5835.jpg,4,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (419).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2129).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (120).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-12-at-11-41-26-PM_png.rf.41cbea37d23361551207cbd5d7ff6c1f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220604_093210.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f293.png,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\d (13).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (366).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (960).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1101).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-13 at 12.08.09 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (232).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_15_Screen Shot 2018-06-12 at 9.52.50 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-07 at 2.34.18 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (349).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (546).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (632).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (411).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (597).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 8.57.29 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220530_084040.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5800).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (305).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220604_093056.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.21.25 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1260).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\image13_jpeg.rf.1604871f5a1287b7c6a989cbf491fa7f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (302).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_15_Screen Shot 2018-06-07 at 2.43.26 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (265).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (20).png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1323).png,9,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (397).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 10.06.33 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3817).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_75_Screen Shot 2018-06-12 at 10.05.35 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.59.17 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (6).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.37.25 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\Test_White Mold_37.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r217.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (236).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4323).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.16.06 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\89_jpg.rf.7cb9ed63bfae9dff25f287f6d799dfbe.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (247).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen-Shot-2018-06-12-at-11-20-59-PM_png.rf.a65e886d3aa9ed01e87f23743bc71a59.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\saltandpepper_Screen Shot 2018-06-12 at 10.07.21 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (544).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\224_jpg.rf.9855a54763396e96fef20faaac522fda.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_38.jpg_0_777.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(205).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (760).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_15.jpg_0_3491.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (844).png,0,0
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.13.10 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220528_091834.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20200725_095414.jpg_0_457.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (853).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\commonTop02_jpg.rf.2970966dbaf48cecb9b066d43f0299c1.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\saltandpepper_Screen Shot 2018-06-12 at 8.50.40 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_11285_jpg.rf.6c437e220860d75a2c465e220b1b8c6d.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\saltandpepper_Screen Shot 2018-06-08 at 5.06.28 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (239).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1575).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2402).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (2).jpeg,25,1
E:\Dataset(蔬果）\Fresh\FreshBanana\vertical_flip_Screen Shot 2018-06-12 at 9.57.02 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshBanana\translation_Screen Shot 2018-06-12 at 9.48.26 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r306.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.20.07 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f058.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\143_jpg.rf.312ebb99159508b4e9466e36a8a2a3c6.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_88_jpg.rf.59e94dabb6a532caba20938e055ce56d.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.36.24 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (482).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.16.53 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1478).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10902_jpg.rf.6e0ff6380ad17391582e4af8ae813f8c.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\(276).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (385).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\images--15-_11zon_jpg.rf.e9e8af9da159e53c6847307782c553f0.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (237).jpg,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (839).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (402).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\images---2022-07-31T185713-211--1-_jpg.rf.02cbcbe2b9937d944b68876e9579c34a.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_60_Screen Shot 2018-06-12 at 9.52.06 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (373).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (262).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (54).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(662).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.05.46 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_75_Screen Shot 2018-06-12 at 11.33.06 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen Shot 2018-06-13 at 12.14.43 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (1078).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2655).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\vertical_flip_Screen Shot 2018-06-12 at 11.41.26 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20231115_183224_1_jpg.rf.9ce1afae877a6044861da869d01f11bc.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f229.png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3671).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\translation_Screen Shot 2018-06-12 at 11.46.26 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220524_081534.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20200725_095418.jpg_0_9406.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\0182.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1490).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1817).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (592).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f491.png,10,0
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.13.54 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1602).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (998).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (89).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (233).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\r_312_100_jpg.rf.caffa6ed0cd89ef25b9b3938a153fd80.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\(203).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (400).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2744).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1514).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (188).jpg,14,1
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-08 at 2.51.43 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.51.00 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-08 at 2.44.54 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (561).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (169).jpg,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3777).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (646).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-08 at 2.45.05 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (816).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-08 at 2.47.54 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (382).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r718.png,23,1
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (227).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (60).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (46).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f833.png,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (196).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3266).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r678.png,23,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\327_jpg.rf.610e1a62a66cd0ba6d54b2639f114b9b.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (176).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220612_151404.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1954).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\10198296_represent_jpg.rf.ada181c36b6a8068a8d8967076bc177c.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-08 at 2.50.55 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-08 at 2.50.14 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (253).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\42_jpg.rf.972545dde747f604b77ef3c2bd331ed7.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (524).png,22,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185448_jpg.rf.91e0307d9ccb77a8f89d70278936db55.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (823).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\202_jpg.rf.ffe08bce2be4ae7ef2e66b3785cd310d.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_75_Screen Shot 2018-06-13 at 12.00.02 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r131.png,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\images--89-_jpg.rf.d58a056346455d3766af974ead3feaea.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (430).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (761).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_26.jpg_0_4608.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (390).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r131.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (172).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (703).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (207).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191903_jpg.rf.769206b8ddcdff64fdf1c9ccbac01a6e.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r751.png,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r294.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (1004).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (577).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen Shot 2018-06-13 at 12.16.22 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185309_jpg.rf.aac5073408854b2ba05159f42875e45d.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (1045).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5656).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4637).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f208.png,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4239.jpg_0_2333.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOkra\o_r104.png,21,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5809).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\gv00000147000_2_jpg.rf.3d3ca2fec7d0510a47c88866e32c320f.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191953_jpg.rf.af846a01f95ac17c22f952fcac521aa3.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f367.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_5393_jpg.rf.c3a8ddff7805dd80d5234dcc60e584bb.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\154_jpg.rf.74769267df98f0d1d03351c21da939a4.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (471).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (935).png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-07 at 2.47.35 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (15).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\75_JPG_jpg.rf.b8af8aed2139833592454c09de5c1ba1.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (160).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f298.png,1,0
E:\Dataset(蔬果）\Rotten\RottenBanana\saltandpepper_Screen Shot 2018-06-12 at 9.20.20 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f189.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-08 at 2.48.43 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200822_223846.jpg_0_8657.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1099).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-311_jpg.rf.bc8fee03de83a93be4bd02768859c7b0.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2620).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\naranjas-y-mandarinas-a-domicilio_jpg.rf.b6bb35529546a290889f68501ac493d7.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\vertical_flip_Screen Shot 2018-06-12 at 9.41.57 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (306).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1303).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1857).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-02-11-AM_png.rf.a1d5494fb5c6731cf34e53f805aa2ce3.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191622_jpg.rf.f1552a27e5b241a3b98238df360bd4a5.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (143).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_6.jpg_0_3456.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_60_Screen Shot 2018-06-08 at 4.59.57 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 3.02.09 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\White Mold_32.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (157).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1221).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\img_491_jpeg.rf.62c84d83be2219c7ed075ebc82d369bb.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (17).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1494).png,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpeg_0_6694.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshOrange\282_jpg.rf.d61bdbe7182752fe72f79fc62c9505c1.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\173_jpg.rf.7f25224392327e43a95c2285ee2b32c0.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f164.png,10,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (161).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220612_151359.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185009_jpg.rf.c036130728f8415303a766b798920237.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (378).png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1119).png,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\translation_Screen Shot 2018-06-12 at 11.26.07 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r272.png,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.21.10 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1001).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (1053).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4113.jpg_0_1361.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1345).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\main-6-1_jpg.rf.18a538ff6b4b6bf7ed8976209d4560ee.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r533.png,23,1
E:\Dataset(蔬果）\Fresh\FreshBanana\saltandpepper_Screen Shot 2018-06-12 at 9.40.32 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (603).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (713).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\02931838_1_960_jpg.rf.d00da46859eb8ba2476b2ad19b496863.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.30.41 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenStrawberry\rottenStrawberry (221).jpg,24,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (533).jpg,13,1
